City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,oktyabrskiy,54.4815,53.471,-2.68,88,95,4.82,RU,1678493883
363,ambunti,-4.2365,142.8448,27.92,79,98,0.41,PG,1678493884
364,bayangol,50.6977,103.4656,-23.86,95,17,1.26,RU,1678493884
365,aberystwyth,52.4155,-4.0829,-1.17,84,89,4.25,GB,1678493886
366,enshi,30.3,109.4833,11.86,90,61,0.73,CN,1678493887
367,mecca,21.4267,39.8261,22.62,47,81,2.77,SA,1678493817
368,tegh,39.5579,46.4772,4.89,53,38,3.46,AM,1678493888
369,pevek,69.7008,170.3133,-26.91,100,97,1.64,RU,1678493889
370,salalah,17.0151,54.0924,24.05,64,0,1.54,OM,1678493889
371,ilulissat,69.2167,-51.1,-6.99,42,0,7.72,GL,1678493890
372,galle,6.0367,80.217,24.4,84,97,2.04,LK,1678493891
373,kununurra,-15.7667,128.7333,29.99,66,27,2.57,AU,1678493892
374,gat,31.61,34.7642,15.22,32,0,2.05,IL,1678493893
375,ozinki,51.1786,49.6769,1.64,95,93,4.66,RU,1678493894
376,mae chan,20.1467,99.8526,20.13,41,100,0.51,TH,1678493895
377,cap malheureux,-19.9842,57.6142,25.26,82,12,0.89,MU,1678493896
378,sitka,57.0531,-135.33,1.94,30,75,4.12,US,1678493897
379,skibbereen,51.55,-9.2667,5.06,98,100,8.44,IE,1678493899
380,moussoro,13.6408,16.4901,25.92,13,95,4.43,TD,1678493899
381,ambositra,-20.5167,47.25,15.27,96,100,0.83,MG,1678493900
382,general roca,-39.0333,-67.5833,27.01,40,46,6.05,AR,1678493901
383,mayo,38.8876,-76.5119,7.84,91,100,2.06,US,1678493902
384,lata,40.1629,-8.3327,15.04,98,100,1.41,PT,1678493903
385,onega,63.9061,38.1404,-10.94,96,79,3.07,RU,1678493904
386,kamenka,51.3223,42.7678,-2.06,88,78,2.81,RU,1678493905
387,rossosh,51.1209,38.5116,-0.56,83,64,3.26,RU,1678493906
388,nouadhibou,20.931,-17.0347,19.99,73,0,6.17,MR,1678493907
389,aras,42.5617,-2.356,13.24,62,0,3.6,ES,1678493908
390,tortoli,39.9256,9.6572,18.9,48,0,12.35,IT,1678493909
391,martinsicuro,42.8811,13.9145,12.33,69,53,2.88,IT,1678493910
392,booue,-0.0921,11.9385,22.14,98,87,1.69,GA,1678493912
393,daru,-9.0763,143.2092,28.05,78,99,1.53,PG,1678493912
394,bridlington,54.0831,-0.1919,0.01,83,49,0.45,GB,1678493913
395,nalut,30.3333,10.85,16.4,41,7,3.91,LY,1678493914
396,nsoko,-27.0333,31.95,21.17,98,8,0.89,SZ,1678493915
397,damietta,31.4165,31.8133,16.5,58,0,2.81,EG,1678493916
398,roma,43.2128,-75.4557,1.64,93,100,3.09,US,1678493917
399,dodge city,37.7528,-100.0171,13.3,53,0,9.26,US,1678493917
400,madimba,-10.4,40.3333,26.76,75,83,5.14,TZ,1678493918
401,mount isa,-20.7333,139.5,25.87,89,75,3.09,AU,1678493919
402,klisura,42.7,24.45,7.63,94,76,1.85,BG,1678493920
403,pathein,16.7833,94.7333,24.42,70,99,3.15,MM,1678493920
404,igarka,67.4667,86.5833,-10.78,93,100,7.26,RU,1678493921
405,san rafael del sur,11.8485,-86.4384,29.54,51,44,6.82,NI,1678493922
406,yumen,40.2833,97.2,-1.71,29,34,4.35,CN,1678493923
407,san vicente,-26.6167,-54.1333,21.54,72,80,0.8,AR,1678493924
408,ola,59.5833,151.2833,-16.36,87,48,1.49,RU,1678493925
409,lorengau,-2.0226,147.2712,28.88,70,88,1.2,PG,1678493925
410,kimovsk,53.9716,38.5319,-9.36,95,99,2.54,RU,1678493926
411,grindavik,63.8424,-22.4338,-8.74,45,20,8.75,IS,1678493927
412,vieques,18.425,-65.8329,24.71,69,40,3.09,PR,1678493927
413,sokna,60.24,9.9235,-12.18,93,78,1.36,NO,1678493928
414,tokonou,9.65,-9.7833,25.58,16,86,0.68,GN,1678493928
415,hargeysa,9.56,44.065,17.96,87,8,1.84,SO,1678493929
416,ahipara,-35.1667,173.1667,21.1,58,7,5.46,NZ,1678493930
417,pailon,-17.65,-62.75,26.5,89,75,1.7,BO,1678493931
418,quchan,37.106,58.5095,10.51,83,100,0.51,IR,1678493931
419,whitehorse,60.7161,-135.0538,-8.32,56,75,5.14,CA,1678493932
420,koumac,-20.5667,164.2833,27.84,66,41,2.03,NC,1678493933
421,kulebaki,55.4133,42.5325,-16.08,100,88,0.38,RU,1678493933
422,lashio,22.9333,97.75,15.25,50,74,0.68,MM,1678493934
423,skala fourkas,39.9998,23.3841,16.31,66,39,12.07,GR,1678493935
424,asfi,32.2994,-9.2372,15.97,82,1,7.8,MA,1678493935
425,caravelas,-17.7125,-39.2481,24.0,84,21,2.25,BR,1678493936
426,hofn,64.2539,-15.2082,-10.15,67,3,8.83,IS,1678493937
427,saint-pierre,-21.3393,55.4781,24.95,73,0,3.09,RE,1678493905
428,sidney,-33.8679,151.2073,29.62,60,0,4.12,AU,1678493663
429,verkhnevilyuysk,63.4453,120.3167,-24.35,97,75,2.47,RU,1678493938
430,soyo,-6.1349,12.3689,26.3,87,100,1.85,AO,1678493639
431,dakar,14.6937,-17.4441,24.49,68,0,5.96,SN,1678493701
432,loreto,22.2667,-101.9667,26.73,13,5,1.75,MX,1678493939
433,penalva,-3.2942,-45.1736,23.68,93,100,0.93,BR,1678493940
434,broome,42.2506,-75.833,1.5,95,100,4.12,US,1678493941
435,okha,53.5739,142.9478,-6.51,89,90,7.06,RU,1678493942
436,kodino,63.7198,39.6447,-12.08,97,66,2.85,RU,1678493942
437,abbeville,50.1,1.8333,0.83,82,100,1.04,FR,1678493943
438,bilibino,68.0546,166.4372,-22.95,94,88,0.93,RU,1678493944
439,glenwood springs,39.5505,-107.3248,5.57,89,100,8.75,US,1678493945
440,san jose,37.3394,-121.895,15.17,88,75,0.89,US,1678493687
441,methoni,36.8197,21.7049,16.23,86,77,7.03,GR,1678493947
442,clyde river,70.4692,-68.5914,-17.87,85,75,7.2,CA,1678493947
443,ribeira grande,38.5167,-28.7,16.54,96,72,4.47,PT,1678493948
444,eyl,7.9803,49.8164,25.24,81,7,4.84,SO,1678493951
445,michigan city,41.7075,-86.895,2.34,93,100,3.6,US,1678493952
446,tessalit,20.1986,1.0114,28.63,12,31,3.8,ML,1678493953
447,tilichiki,60.4667,166.1,-13.13,71,100,2.93,RU,1678493954
448,kudahuvadhoo,2.6708,72.8944,26.81,79,71,4.62,MV,1678493955
449,kilindoni,-7.9139,39.6668,27.34,79,100,6.5,TZ,1678493956
450,manavalakurichi,8.1333,77.3,24.35,71,57,2.5,IN,1678493958
451,whitefish,48.4111,-114.3376,-1.55,87,100,6.17,US,1678493804
452,hvide sande,56.0045,8.1294,-1.06,70,100,8.06,DK,1678493960
453,muddebihal,16.3333,76.1333,22.11,44,0,2.72,IN,1678493961
454,ljungby,56.8332,13.9408,-2.77,87,100,2.67,SE,1678493961
455,diffa,13.3154,12.6113,26.34,18,81,4.39,NE,1678493962
456,asosa,10.0667,34.5333,20.96,29,69,1.6,ET,1678493963
457,taltal,-25.4,-70.4833,20.16,85,27,1.38,CL,1678493964
458,aklavik,68.2191,-135.0107,-13.0,56,20,1.03,CA,1678493965
459,skjervoy,70.0311,20.9714,-5.0,69,72,10.29,NO,1678493968
460,houston,29.7633,-95.3633,26.7,64,40,4.63,US,1678493353
461,chaman,30.9236,66.4512,16.51,29,71,1.29,PK,1678493970
462,balikpapan,-1.2675,116.8289,27.55,89,20,1.54,ID,1678493971
463,basti,26.8,82.7167,17.46,38,1,1.67,IN,1678493972
464,hobyo,5.3505,48.5268,26.19,84,53,7.15,SO,1678493973
465,shipitsyno,61.2806,46.5208,-18.42,99,65,1.75,RU,1678493974
466,starobaltachevo,56.0013,55.9213,-1.59,82,100,7.55,RU,1678493974
467,christchurch,-43.5333,172.6333,23.6,53,55,4.12,NZ,1678493837
468,awjilah,29.1081,21.2869,20.07,32,0,4.81,LY,1678493976
469,oda,35.1833,132.5,10.43,71,0,1.89,JP,1678493977
470,komsomolskiy,40.4272,71.7189,9.4,76,97,3.09,UZ,1678493906
471,richards bay,-28.783,32.0377,22.43,96,2,3.15,ZA,1678493978
472,podyuga,61.095,40.8647,-15.24,97,38,2.27,RU,1678493979
473,santa rosa,14.3122,121.1114,26.72,68,1,5.5,PH,1678493979
474,egvekinot,66.3167,-179.1667,-9.55,92,100,0.81,RU,1678493980
475,road town,18.4167,-64.6167,25.02,61,40,4.12,VG,1678493841
476,mount gambier,-37.8333,140.7667,18.38,57,27,1.3,AU,1678493981
477,micheweni,-4.9667,39.8333,26.82,78,84,5.75,TZ,1678493982
478,qingdao,36.0986,120.3719,9.78,66,98,4.0,CN,1678493982
479,joshimath,30.5667,79.5667,7.76,32,0,3.37,IN,1678493983
480,kloulklubed,7.0419,134.2556,24.28,80,75,5.2,PW,1678493984
481,guerrero negro,27.9769,-114.0611,17.08,61,9,9.53,MX,1678493984
482,sibolga,1.7427,98.7792,23.85,91,92,1.13,ID,1678493985
483,lincoln,40.8,-96.667,1.27,80,100,5.66,US,1678493986
484,port hardy,50.6996,-127.4199,5.38,67,34,3.38,CA,1678493717
485,nemuro,43.3236,145.575,-0.07,83,44,7.06,JP,1678493987
486,flinders,-34.5833,150.8552,28.92,67,28,1.79,AU,1678493988
487,durant,33.994,-96.3708,16.09,53,0,1.54,US,1678493988
488,pinega,64.7001,43.3936,-15.19,98,78,2.43,RU,1678493989
489,high rock,26.6208,-78.2833,22.01,63,55,5.78,BS,1678493991
490,horodnya,51.8909,31.5974,1.85,83,82,6.17,UA,1678493992
491,loandjili,-4.7561,11.8578,25.82,88,100,1.75,CG,1678493992
492,suining,30.508,105.5733,15.51,79,73,0.91,CN,1678493993
493,ust-maya,60.4167,134.5333,-9.51,80,100,4.68,RU,1678493994
494,vardo,70.3705,31.1107,-12.01,79,7,8.75,NO,1678493995
495,sabzevar,36.2126,57.6819,14.61,68,100,0.67,IR,1678493995
496,yantal,56.8471,105.2542,-25.88,100,100,1.87,RU,1678493996
497,oconomowoc,43.1117,-88.4993,0.58,84,100,2.57,US,1678493722
498,mocajuba,-2.5842,-49.5072,23.53,96,98,1.62,BR,1678493997
499,ihosy,-22.4,46.1167,19.2,95,100,2.3,MG,1678493998
500,gari,59.4307,62.3497,2.38,91,100,7.33,RU,1678493998
501,sisimiut,66.9395,-53.6735,-12.64,82,31,3.13,GL,1678493999
502,naze,28.3667,129.4833,20.51,65,9,6.68,JP,1678493860
503,garmsar,35.2182,52.3409,12.67,50,47,3.23,IR,1678494000
504,malakal,9.5334,31.6605,27.75,15,53,2.78,SS,1678494001
505,gravdal,68.1214,13.5031,-1.68,42,86,6.99,NO,1678494002
506,verkhniy fiagdon,42.8333,44.3053,-3.63,78,62,4.16,RU,1678494003
507,quatre cocos,-20.2078,57.7625,26.06,84,48,6.64,MU,1678494005
508,sinnamary,5.3833,-52.95,25.15,82,89,5.13,GF,1678494006
509,omsukchan,62.5333,155.8,-14.91,72,1,0.94,RU,1678494007
510,fairbanks,64.8378,-147.7164,-3.99,76,20,1.54,US,1678493759
511,luganville,-15.5333,167.1667,28.0,77,97,3.58,VU,1678494010
512,churhat,24.428,81.6703,19.13,37,0,1.29,IN,1678494012
513,taoudenni,22.6783,-3.9836,28.73,9,0,10.02,ML,1678494013
514,plouzane,48.3833,-4.6167,5.1,96,100,4.63,FR,1678494014
515,diamond bar,34.0286,-117.8103,13.97,95,75,1.54,US,1678493831
516,santa isabel do rio negro,-0.4139,-65.0192,23.89,96,97,0.83,BR,1678494015
517,formosa,-26.1775,-58.1781,30.54,59,0,2.57,AR,1678494016
518,rawson,-43.3002,-65.1023,20.86,48,90,11.74,AR,1678493895
519,hualmay,-11.0964,-77.6139,24.39,73,99,1.03,PE,1678494018
520,san ignacio,17.1561,-89.0714,25.84,63,23,3.49,BZ,1678494019
521,pangoa,-12.1167,-73.0,20.66,99,100,0.41,PE,1678494020
522,fare,-16.7,-151.0167,28.55,73,96,7.69,PF,1678494021
523,madisonville,37.3281,-87.4989,7.34,59,52,2.24,US,1678494022
524,starobesheve,47.7504,38.0305,5.79,96,35,3.14,UA,1678494023
525,samarai,-10.6167,150.6667,28.81,72,62,2.12,PG,1678494024
526,kaeo,-35.1,173.7833,24.07,68,4,3.61,NZ,1678494025
527,mananara,-16.1667,49.7667,23.58,91,100,2.13,MG,1678494026
528,luau,-10.7073,22.2247,17.92,98,99,1.6,AO,1678494026
529,shuiji,27.4214,118.345,16.39,44,18,0.87,CN,1678494027
530,shediac,46.2198,-64.5411,-2.73,68,0,4.12,CA,1678494028
531,domat,46.8348,9.4508,7.19,98,100,1.47,CH,1678494029
532,comodoro rivadavia,-45.8667,-67.5,22.92,38,0,3.09,AR,1678494030
533,tonj,7.2737,28.6822,27.4,26,67,1.15,SS,1678494031
534,salinopolis,-0.6136,-47.3561,25.0,91,99,3.41,BR,1678493750
535,timra,62.487,17.3257,-13.18,92,40,1.54,SE,1678494034
536,amahai,-3.3333,128.9167,27.71,75,80,0.54,ID,1678494034
537,calvinia,-31.4707,19.776,14.31,66,0,3.28,ZA,1678494035
538,jinchang,38.4953,102.1739,1.14,56,97,5.4,CN,1678494036
539,los llanos de aridane,28.6585,-17.9182,16.86,77,0,5.66,ES,1678494037
540,selma,36.5708,-119.6121,17.03,95,100,5.14,US,1678493841
541,san carlos de bariloche,-41.1456,-71.3082,15.86,41,40,8.75,AR,1678494033
542,pitimbu,-7.4706,-34.8086,27.33,76,27,4.79,BR,1678494038
543,palmer,42.1584,-72.3287,6.65,57,100,3.09,US,1678494039
544,aguimes,27.9054,-15.4461,18.35,68,20,8.75,ES,1678494040
545,yeppoon,-23.1333,150.7333,27.88,73,14,3.41,AU,1678494041
546,chipoka,-13.9933,34.5157,22.12,84,100,1.69,MW,1678494042
547,dingle,10.9995,122.6711,24.34,76,31,4.09,PH,1678494042
548,novaya lyada,52.7131,41.6387,-4.04,89,55,1.86,RU,1678494043
549,mehran,33.1222,46.1646,15.68,48,0,2.28,IR,1678494044
550,nantucket,41.2835,-70.0995,5.08,82,0,3.6,US,1678494045
551,cabadiangan,9.7531,122.4739,25.87,74,85,5.12,PH,1678494045
552,penzance,50.1186,-5.5371,4.38,95,100,10.47,GB,1678494046
553,hamilton,39.1834,-84.5333,3.97,83,100,4.12,US,1678493735
554,saldanha,-33.0117,17.9442,17.03,82,45,3.84,ZA,1678494047
555,marsa matruh,31.3525,27.2453,16.09,70,0,4.08,EG,1678494048
556,teahupoo,-17.8333,-149.2667,26.98,81,100,8.15,PF,1678494048
557,glazunovka,52.4986,36.3275,-2.79,91,100,4.96,RU,1678494049
558,aldan,58.6031,125.3894,-17.59,97,100,4.65,RU,1678494050
559,gobabis,-22.45,18.9667,24.46,15,95,4.62,NA,1678494050
560,okhotsk,59.3833,143.3,-13.45,92,100,1.76,RU,1678494051
561,dire dawa,9.5931,41.8661,20.65,71,69,0.3,ET,1678494051
562,praia,14.9215,-23.5087,24.3,53,0,7.2,CV,1678494052
563,umm lajj,25.0213,37.2685,21.36,38,0,5.6,SA,1678493846
564,mariental,-24.6333,17.9667,21.04,16,2,2.41,NA,1678494053
565,camana,-16.6228,-72.7111,23.78,81,77,3.3,PE,1678494054
